number,created_date,title,score,review,predict
2836,2001-06-21 00:00:00,그린 마일,10,"진짜 찐 영화 감동,, 보길 잘했어",1
2837,2001-06-21 00:00:00,열혈남아,5,"스토리도 좋고, 배우들 연기도 뛰어나지만 너무 늘어지는 듯한 군더더기 편집으로 관객의 집중력을 높이는데는 실패를 한 것이 아쉽다. 명작 느와르가 될 수 있는 호화재료로 중간밖에 못한 아쉬움이 많이 남는다.",1
2838,2001-06-21 00:00:00,승리호,1,이게 영화냐 왠만큼 지루한 영화도 그냥 보는데 이건 뭐..,0
2839,2001-06-21 00:00:00,어른들은 몰라요,1,내가 뭘 본건지 모르겠네,0
2840,2001-06-21 00:00:00,조 블랙의 사랑,10,인생이란 무엇인가 한번쯤 돌아보게 해줄 수 있는 인상깊은 영화,1
2841,2001-06-21 00:00:00,뉴니스,6,스페인에서 미국으로 건너와 걸ㄹㅔ같이 살던 여자가 남자를 사귀고 나서도 아무남자만나 자고 자유분방하게 지내려하다 한 늙은이한테 호되게 당하고 갈곳없어서 다시 돌아오는 이야기.남자도 호구라 그걸 또 받아줌.. 아님 몸이 그리웠거나 ,0
2842,2001-06-21 00:00:00,어른들은 몰라요,10,공감하지 못한 분들은 그런 환경을 접해보지 않아서 이해하기가 어렵고 평점을 낮게 한 것 같은데요. 모든 아이들이 다 같은 환경에 살아왔다고 생각하면 안된다고 봐요. 정말.. 보살핌을 잘 못 받아 자라온 아이들은 영화에 나온 것처럼 저렇게 살아온 친구들이 생각보다 꽤 많습니다.. 정말 아직 어리고 다 꽃도 피지 못한 아이들이 어른들도 겪어본적도 없는 나락한 인생을 살아온 친구들이 정말 많거든요.. 살아가면서 생각지도 못한 이것보다 더한 일이 있다는 것을.. ,1
2843,2001-06-21 00:00:00,라스트 크리스마스,2,미국 로맨스 영화에도 짱개 좀 넣지마라 토 나온다 ,0
2844,2001-06-21 00:00:00,크루엘라,8,전체적으로 스토리는 유치하지만 엠마스톤 엠마톰슨 두 배우의 연기가 좋아 재미있게봤음.그리고 시각적으로 고전팝송도 좋아 시간은 잘감.,1
2845,2001-06-21 00:00:00,열혈남아,10,개명작이네. 이게 아저씨 이정범 감독이라고? 어떻게 갈수록 똥작을 만들었냐.. 열혈남아 ㅡ ㅅㅌㅊ / 아저씨 ㅡㅍㅌㅊ / 우는남자ㅡ ㅎㅌㅊ,0
2846,2001-06-21 00:00:00,조 블랙의 사랑,8,그냥 브래드피트만봐도 눈호강한다미쳤다 존잘이다 만찢남이네!근데 내용은 어렵다 감독도 죽음이나 저승사자에대해 모르기때문에 두루뭉술그려놓은것같다해답은없다....그냥 영상이예쁜영화 ㅎ,0
2847,2001-06-21 00:00:00,아메리칸 스나이퍼,7,이영화도 볼만했지만 미국 영웅주의가 곳곳에 보이네요 전 같은 이라크전쟁 소재 영화 &amp;#39;허트로커&amp;#39;  추천드립니다 묘하게 겹치는 부분이 있네요  긴장감이며 재미며 허트로커가 한수위라고 봅니다,1
2848,2001-06-21 00:00:00,올드보이,10,21년에 처음봤는데 재밌어요,1
2849,2001-06-21 00:00:00,크루엘라,10,n회차 찍을 거임 미쳤다,1
2850,2001-06-21 00:00:00,노바디 ,10,진짜 남자라면 꼭봐야 하는 영화..죽이네☆☆☆☆,1
2851,2001-06-21 00:00:00,파이프라인,10,"믿고 보는 서인국,,진짜 짱 개재밋음영화 많이 찍어 주세요 인국짱,,??",1
2852,2001-06-21 00:00:00,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,6,원작을 모르고 보니 세계관은 흥미롭네,1
2853,2001-06-21 00:00:00,조 블랙의 사랑,10,조의 기묘한 세상여행과 할아버지의 인생수업,1
2854,2001-06-21 00:00:00,크루엘라,10,좃댐; ㄹㅇ파격적;;,1
2855,2001-06-21 00:00:00,초속5센티미터,9,마지막 5분에 숨을 참게 되는,0
2856,2001-06-21 00:00:00,미스 슬로운,8,희한하다. 난 이게 실제 사건을 바탕으로 한 이야기인 줄 알았다. 어렴풋이 검색을 해본 기억도 있는 거 같은데 지금 보니 실화가 아니였다. 영화는 초반부터 정신없이 몰아부친다. 무슨 내용인지 전혀 감이 잡히지 않고 단지 총기규제법안에 대한 내용 정도이고 주인공이 로비스트라는 정도였다. 하지만 재밌었다. 영화가 전개될 수록 내용이 이해가 되기 시작했고 왜 결말이 그렇게 끝나는지 이해가 될 거 같았다. 이건 총기규제에 대한 로비스트의 이야기이기도 하지만 미국의 정치를 희화화하는 영화이기도 하다. 하지만 내용은 완전히 이해가 잘 가지 않았다. 미국 정치의 알력관계라든지 유착 및 로비의 세계라든지. 기본적인 지식을 몰라서 그런 거 같다. 씁쓸하다. ,0
2857,2001-06-21 00:00:00,뺑반,10,재미있게 봄이정도면 재미있음,1
2858,2001-06-21 00:00:00,크루엘라,8,추천 추천 추천극장에서 보는걸로 추천합니다음악이 예술입니다,1
2859,2001-06-21 00:00:00,말할 수 없는 비밀,10,"두고 두고 전설로 남을 영화, 계륜미 너무 예쁘다",1
2860,2001-06-21 00:00:00,부당거래,10,.,1
2861,2001-06-21 00:00:00,내가 죽기를 바라는 자들,8,.,1
2862,2001-06-21 00:00:00,미드소마,1,감독의 크나큰 착각.당신의 세계가 불쌍합니다.예술병걸린 영화. ,0
2863,2001-06-21 00:00:00,언니,8,이시영 정말 다시 보게됨. 통괘한 복수 보는 내내 와~ 소리나옴,1
2864,2001-06-21 00:00:00,프라이빗 라이프,8,컴팩트한 스콘같은 영화다. 자극적이진 않은데 몰입이 잘 되는 이런 영화가 좋더라~,1
2865,2001-06-21 00:00:00,에이 아이,10,처음 이 영화를 보았을 땐 도무지 무슨 내용인지 이해가 잘 안되었는데 다시 영화를 보며 비로서 이해가 되기까지 20년의 세월이 흘렀다는.... 개인적으로 스필버그 감독 작품중에 ET보다 더 수작이라고 여김. 슬프도록 아름답다는 표현이 가장 어울리는 영화~★,1
2866,2001-06-21 00:00:00,인트로덕션,1,신작이라 그런가. 역시 알바생들 넘쳐나는구만. 이 할배의 자기복제영화 지겹다. 공장에서 생산하듯이 지겹게 만들어되네.,0
2867,2001-06-21 00:00:00,줄리 & 줄리아,8,"두 시대, 두 주인공을 번갈아 보여준다. 실제 있을까 싶은 남편상이 두 군데나 나온다. 말이 쉽지 1년 안에 직장 여성이 5백 몇개가 되는 요리를 마스터하는 게 될까? 신기하다. 실화 바탕이라는데 어디까지가 실화일지 모르겠다. 줄리아 캐릭터가 사랑스러워서 기분 좋아진다.",1
2868,2001-06-21 00:00:00,아미 오브 더 데드,2,퀄리티는 좋으나 발암캐때문에 잠 못자겠다진짜 뻔히보이는 내용.저기서 왜 저런짓을?하는게 다반사 시원한엔딩을 간절히 원했지만 엔딩또한 고구마로 마무리내려버리고 킬링타임이라도 보지마라 ,0
2869,2001-06-21 00:00:00,엑스 마키나,10,"빠른 전개와 액션을 추구한다면 봐서는 안 될 영화,인공지능에 관심이 많고 천천히 생각하길 좋아한다면 꼭 봐야 할 영화",1
2870,2001-06-21 00:00:00,박쥐,10,이게 6점대라고? 미친,0
2871,2001-06-21 00:00:00,김관장 대 김관장 대 김관장,4,왓챠에 떠서 다시한번 보고됨.근데 신현준은 너무 바보처럼 연기했고 권오중은 뭔가 어색함최성국이 가장 이질감 없는 연기를 보여줌.코믹영화 답게 아무생각 없이 보긴 좋은 작품,1
2872,2001-06-21 00:00:00,삼진그룹 영어토익반,1,진부하고 뻔한스토리 끝까지못보겠더라,0
2873,2001-06-21 00:00:00,케빈에 대하여,10,케빈때문에 ㅈ빡치다가 성인교도소가서 건장한 흑인형님들이랑 오순도순 한방 쓸 생각하니 답답한게 쏴악~~내려가는기분이네 엌ㅋㅋㅋㅋ,0
2874,2001-06-21 00:00:00,도어락,2,감독 취향 범인한테서 잘 드러났구요 도시괴담인지 싸이코범죄물인지 기분만 나쁜 영화였습니다ㅠ 숨바꼭질 반만이라도 되면 좋았을텐데 영화 길이는 한시간 반밖에 안되지만 너무 질질 끄는 느낌; 공효진이 연기를 너무 잘해서 짜증났음ㅠㅠ,0
2875,2001-06-21 00:00:00,파이프라인,10,3번 봤습니다ㅜㅜ 배우분들 연기 너무 잘하시고 내용도 좋아요! ‘도유’라는 소재이기 때문에 내용이 그려지는데 그냥 생각 안하고 보면 반전반전이 나오는 영화입니다 같이 본 친구들도 마지막에 재밌다..하며 나왔구요 쿠키영상도 좋았습니다ㅜㅜ배우들 케미 장난아니구요 웃음포인트도 잘 살려주신 거 같아요:) 진짜 건우 나쁜 사람..이수혁 사랑해..,1
2876,2001-06-21 00:00:00,퍼펙트 케어,9,"누가 악인지 모를 영화 ㅋㅋㅋ 주인공이 제일 악인데 끝까지 해피로 가길래 이게 가능한가 했는데 영화 얼마 안 남기고 반전. 권선징악이 없어서 되나... 안 되지! 솔직히 그냥 끝냈으면 악당의 승리였음. 주인공이랑 프랜 비주얼이랑 패션 때문에(특히 프랜 너무 예쁘고, 강아지 같음) 아무리 악랄해도 덕질하게 됨 ㅠㅠ 연기도 잘함. ",0
2877,2001-06-21 00:00:00,스토어웨이,5,주인공이 제일 이해 안 감누구도 포기하지 않겠다며 고집 부리다가 한 명 살리자고 다른 사람 열 명 죽게 하는 소년만화 주인공을 보는 것 같았음,0
2878,2001-06-21 00:00:00,파이프라인,10,서인국님 팬이라서 그냥 보러간건데 너무 재밌서 또보고싶어요 ..!!진짜 극장에서 한번더보려구요ㅎㅎ,1
2879,2001-06-21 00:00:00,야경:죽음의 택시,10,적나라한 한 - 녀,0
2880,2001-06-21 00:00:00,아미 오브 더 데드,1,생에 첨으로 영화 평점 남겨본다. 진짜 이런 쓰레기를 본 적이 없다. 말도 안 되는 구성과 연결들은 기본이며 어디선가 본 듯한 뻔한 클리셰들이 난무함에도 신선한 노잼이 계속된다. 넷플릭스 순위권이라서 오랜만에 영화 한 편 볼까 싶었던 내가 미쳤지..,0
2881,2001-06-21 00:00:00,크루엘라,10,진짜 간만에 영화다운 영화 봤다. 바로 전날에 본 유치 뽕짝 분노의질주 보다 이게 백만배는 더 재밌음 악마는 프라다를 입는다 옛날시대 버전인데 거기에 범죄영화 넣은 느낌인데 너무 재밌었음,1
2882,2001-06-21 00:00:00,자산어보,10,전세계 통틀어 위대한 작품이다. ,1
2883,2001-06-21 00:00:00,차이나타운,10,.,1
2884,2001-06-21 00:00:00,"2021 스웨그 에이지 : 외쳐, 조선!",7,해악과 풍자가 돋보이는 조선수액!,1
2885,2001-06-21 00:00:00,유전,5,전형적인 할리우드 공포물. 초반에서부터 미스터리를 빌드업하는 과정은 관객으로 하여금 숨죽여 지켜보게 만들기는 하지만... 결국에는 &amp;#34;사실 악마때문이었어&amp;#34; 라는 용두사미식 결말로 끝낸다. 식상하고 따분하며 이젠 하품까지 나오는 데우스 엑스 마키나가 사용됨. 추천하지 않음,0
2886,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,쿠키 영상 하나만으로 게임 끝났다10 나올 때까지 숨 참는다,0
2887,2001-06-21 00:00:00,터미네이터: 다크 페이트,1,터미네이터 원작이 구현한 완벽한 스토리라인을 붕괴시킨 쓰레기... 페미니즘을 위해 시대의 명작을 희생시킨 점을 용서할 수가 없다,0
2888,2001-06-21 00:00:00,클래식,10,그냥 미텼다..왜 이제봤을까....진짜 .... 와... ,1
2889,2001-06-21 00:00:00,헌트,10,간만에 스릴잇는..여주들액션 끝내주네요^^,1
2890,2001-06-21 00:00:00,터미네이터 3 - 라이즈 오브 더 머신,10,페미만 강조하는 다크페이트보다 훨씬 낫다.. 진짜 속편은 이거라고 믿고 싶다,1
2891,2001-06-21 00:00:00,해피뻐스데이,10,좋은 영화 잘봤습니다 배우분들 연기도 인상깊네요,1
2892,2001-06-21 00:00:00,인간중독,4,하..군복 앞가리개..진짜.어느군인이 흰티를 입고 앞가리개를..진짜.짜증나,0
2893,2001-06-21 00:00:00,걸스 오브 막시,10,.,1
2894,2001-06-21 00:00:00,언노운,8,그냥 옥수수가 아니라 기아를 종식하는 그런거지.. 리암니슨는 기억을 잃어서 본의 아니게 같은 조직원을 죽이게 되었지만.. 그 부분이 마이너스이긴 한데. 누군가는 자원이 한정적이어야 돈을 버는 사람도 있겠구나 싶었음,1
2895,2001-06-21 00:00:00,크루엘라,10,.,1
2896,2001-06-21 00:00:00,극한직업,10,재밌어요!!!! 연기 짱!,1
2897,2001-06-21 00:00:00,파이프라인,7,주인공간의 긴장감은 드라마보다 약하고 비속어가 있어서 추석때는 못나올..? 캐릭터들이 다 매력있어요,1
2898,2001-06-21 00:00:00,극장판 귀멸의 칼날: 무한열차편,10,극장판에서 두 번 봤습니다 한 번 더 볼 거고 소장판도 살 겁니다 진짜 마성의 영화,1
2899,2001-06-21 00:00:00,아미 오브 더 데드,1,불량화소가 웬 말이냐....모니터 문제인줄 알았는데 소스문제라니....,0
2900,2001-06-21 00:00:00,썸머 85,7,SUMMER OF 85,1
2901,2001-06-21 00:00:00,아미 오브 더 데드,1,조연한명이 나머지다죽이네ㅋ 고구마백만개!,0
2902,2001-06-21 00:00:00,마스터,1,스토리는 개10핵노잼,0
2903,2001-06-21 00:00:00,오두막,10,영화가 끝나고도 여운이 너무 진하게 남아서 스크린이 다 끝날 때 까지 자리를 뜨지 못했습니다. 그럼에도 불구하고 사랑하는 것. 용서와 사랑에 대해 깊게 느끼고 배우고 알게 해주는 명작이었습니다. 원작 소설을 읽어보진 못했지만 원작 소설을 만들어주신 작가님과 소설을 바탕으로 이 영화를 만들어주신 모든 분들께 감사를 표합니다.,1
2904,2001-06-21 00:00:00,순정,10,기대안하고 봤는데 생각보다 재미있고 슬프네요 연기가 좋았어요 ,1
2905,2001-06-21 00:00:00,아사코,10,"10년에 한번 나올까 말까한 수작, 단순한 남녀간의 사랑 이야기가 전부가 아님. 역시 이런 건 일본에서만 가능하더라. ",1
2906,2001-06-21 00:00:00,크루엘라,10,올해 본 영화중 최애영화 엠마스톤의 미친 연기력 화려한 볼거리와 탄탄스토리 대반전 시간이 어떻게 흘렀는지 모를 흥미진진 꿀잼영ㅎㆍ다,1
2907,2001-06-21 00:00:00,시실리 2km,10,희대의 역작이다 ㅋㅋㅋ,1
2908,2001-06-21 00:00:00,카게무샤,9,.,1
2909,2001-06-21 00:00:00,카게무샤,9,.,1
2910,2001-06-21 00:00:00,론 서바이버,10,마치 교전을 함께 하는듯 봤다. 끝에 치눅 헬기 폭파로 사망한 한국계 James Suh 사진만 나오고 소개는 안되서 조금 아쉽다. ,1
2911,2001-06-21 00:00:00,크루엘라,10,재밌어요 ㅎㅎ 추천합니당,1
2912,2001-06-21 00:00:00,령 : 저주받은 사진,3,뭐 영화를 이렇게 만들었대요,0
2913,2001-06-21 00:00:00,터미널,10,.,1
2914,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,마지막장면 잃을수가없다 .브라이언의 애마가 주자창에 들어서는순간 도미닉이 제일먼저 아련하면서도 뭔가 실제로  폴워커가 내리기를 바라는 그런 심정이랄까 고맙다 분노의질주 10대20대30대를 같이 가줘서 ,1
2915,2001-06-21 00:00:00,아미 오브 더 데드,1,좀비영화보는데 이렇게 늘어질수가..더 늘어지는 음악..듣기시러..꼴보기시러,0
2916,2001-06-21 00:00:00,내 생애 가장 아름다운 일주일,10,내 생애 가장 아름다운 시간,1
2917,2001-06-21 00:00:00,크루엘라,10,엠마 스톤 100% 활용법,1
2918,2001-06-21 00:00:00,극장판 귀멸의 칼날: 무한열차편,10,진짜 개쩔었다.. 세번 봄,1
2919,2001-06-21 00:00:00,더 록,7,주연보다 악역이 더 생각나는 영화 ,0
2920,2001-06-21 00:00:00,노팅 힐,10,.,1
2921,2001-06-21 00:00:00,완전범죄 프로젝트,8,오밀조밀한 재미를 주지만 복잡하지는 않다. 가뭄에 단비 같은 사이다 결말.,1
2922,2001-06-21 00:00:00,파이프라인,10,서인국 너무 연기잘하고 잘생김 ㅠㅠㅠ 진짜 최고 사랑해♥?♥?♥?,1
2923,2001-06-21 00:00:00,낙원의 밤,10,산수 그대로의 케릭터를 간만에 보내요. ㅎㅎ,1
2924,2001-06-21 00:00:00,크루엘라,10,크루엘라 기대안하고 본건데 재미있었음같이 본 사람은 기대를 하고 봐서 저만큼 재밌진 않았다고 함그냥 아무생각없이 예약해서 봐야함기대감없이보세요영화에 대한 거 미리 찾아보지도 마시고 걍 보시는거 추천,1
2925,2001-06-21 00:00:00,혼자 사는 사람들,7,"마지막 부분이 조금 아쉬었고, 홈캠에 귀신은 의아했네요. 옆집 남자 귀신도 의아했고.. 간혹 공포인가 하는 기분도 들었고, 전반적으로 공감이 되는 부분이 있어서 잘보았어요",1
2926,2001-06-21 00:00:00,악마를 보았다,10,8점대 영화가 아니다 진짜,1
2927,2001-06-21 00:00:00,내 머리 속의 지우개,10,기억이 사라져도 추억은 사라지지 않는다고...너무 감동적인 영화입니다.,1
2928,2001-06-21 00:00:00,내일의 기억,1,걍 한마디로 남깁니다  핵노잼 ,0
2929,2001-06-21 00:00:00,7년의 밤,1,고경표가 했던말 내가 하고싶은 말이였음. 왜 날 살렸어요? 아빠니까. 라는 말로 범죄미화 하는거 너무 극혐이였고 절대 아무도 용서하지 말았으면 아들도 아빠 용서해선 안됨. 장동건 역도 가정폭력 미화하면서 남탓할때 아련한 오스트 토나옴,0
2930,2001-06-21 00:00:00,택시운전사,10,민주화를 위해 신군부에 목숨걸고 대항하신 지금의 나라를 살게 한 이름 모를 수많은 우리나라의 의인들에게 경의를 표한다. 또한 독일기자 위르겐 힌츠페터와 김사복님 좋은 곳에서 꼭 재회하셨기를 바라며,1
2931,2001-06-21 00:00:00,파이프라인,2,리얼 킬링타임용 중간에 나갈까말까 고민 두번무지성으로 보면 낫배도뻔한전개와스토리 억지웃음벨과 감동전형적인 한국영화 스토리보면 언젠가 본거 같은기분이듬,0
2932,2001-06-21 00:00:00,천사는 바이러스,1,"이 영화를 쓴 작가와 천사는 바이러스는 뭐랄까 소화를 못 시키는? 안 맞는데 차라리 장르바꿔서 법정물 어때요? 재밌는 소재 알려줄테니 이걸 영화화 해보세요 피부거죽이 늘어진 늙은 남자가 자기 주제 모르고 20대 여성에게 자기가 마신 술을 반강제로 먹여요. 자기망상이 심한 늙은 남자는 이 어린 여성을 어떻게 해볼 수 있다는 망상에 지 몸이 유통기한 상폐된 썩어빠진 쉰내나는 몸인걸 모르고 착각을 하죠 여러명을 택시태워준다하고 어린 여성과 둘만 남을때 본색을 드러내죠 &amp;#34;너 나랑 안 잘 거면 왜 택시탔어?&amp;#34; &amp;#34;너는 참 앳되달까. 세상 물정을 모르는 것 같아. 너같이 어린 여자가 남자랑 택시타면 어떤 일이 벌어지는지 알 텐데.&amp;#34; &amp;#34;다른 사람들 다 내렸잖아. 없잖아. 너랑 나, 단 둘이라고&amp;#34; 늙은 남자는 더럽고 늘어빠진 얼굴을 들이밀며 택시 안에서 20대 여성에게 같이 자자고 집요하게 요구하고 성추행해요 그리고 몇 년 뒤에 통화기록을 증거로 성추행으로 고소를 당하는데 택시 기사가 그 날 본 진실을 밝히는 거예요 그리고 쉰내 나는 위선자 늙은이는 살 날이 얼마 안 남은 시점에 그동안의 위선이 드러나고 사람들에게 손가락질 받는 거예요 이런 스릴러 영화 차기작으로 어떤가요? 천사는 바이러스와는 다르지만  집필하기 더 편할것같은데 도전해보세요^^ ",0
2933,2001-06-21 00:00:00,동급생,10,겁나 설렌다 소장해서 보고 싶을 때마다 봐야지... 이런 영화 많이 많이 많이 나왔으면 좋겠다,1
2934,2001-06-21 00:00:00,라이더스 오브 저스티스,8,예측불허~!!신선하고 신박한 영화~!!,1
2935,2001-06-21 00:00:00,크루엘라,4,너무 뻔하고 유치하고 재미없는데두 엠마 보는 재미는 있다 볼거리 빼면 시체,0
2936,2001-06-21 00:00:00,자산어보,10,정말너무 빠져들어서봤습니다.영상미도너무멋있었고다들연기력이어마어마해서 깊게빠졌어요.강추합니다.. 코로나만아니었어도 800만은그냥찍을영화인데ㅜ,1
2937,2001-06-21 00:00:00,투모로우랜드,5,유치해서 문제가 아니라 그냥 재미가 없는게 문제,0
2938,2001-06-21 00:00:00,크루엘라,7,디즈니색 싹 빼고 영상미는 훌륭하다,1
2939,2001-06-21 00:00:00,바르샤바 1944,10,숨쉬기가 힘든 영화. 2차세계대전 관련 잘만든 수작들 많이봤지만 이거처럼 숨쉬기 힘들고 전쟁터있는 느낌은 처음임.. 진짜 하늘에서 살점떨어지는거랑 하수도지날땐 호러공포 장르라해도 믿을판. 이영화의 유일한단점은 실화 바탕 이라는것,0
2940,2001-06-21 00:00:00,나를 찾아줘,8,가히 로자먼드 파이크 인생작이라 할 수 있겠다,1
2941,2001-06-21 00:00:00,크루엘라,8,연기 연출 스토리 다 좋은데 체급이 좀 아쉬운 영화,1
2942,2001-06-21 00:00:00,빅 피쉬,10,먼 훗날 누군가 나의 삶을 기사가 아닌 이야기로써 전해주길 ,1
2943,2001-06-21 00:00:00,크루엘라,10,그냥 미쳤다 연기가 미쳤고 의상이 미쳤고 연출이 미쳤다,0
2944,2001-06-21 00:00:00,소리도 없이,1,유아인 연기 잘하네 이름값 하네다만 내용이 뭘 말하고 싶은지 몰겠다.연출이 너무 형편 없다.,0
2945,2001-06-21 00:00:00,퍼펙트 케어,8,심해로 빠져드는듯한 음악으로 사람을 끌어당긴다,1
2946,2001-06-21 00:00:00,해어화,6,아름다운 사랑도 없고 추락도 없고 이별도 없다...배우들의 연기로 그럴 듯하게 그려냈지만 나는 잘 모르겠다 잘 만든 영화는 아닌 것 같다.,0
2947,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,2,그냥 그림보러가는 영화 ,0
2948,2001-06-21 00:00:00,파이프라인,10,서인국이 최고야ㅠㅠㅠ 간만에 큰 스크린으로 봐서 좋았습니다,1
2949,2001-06-21 00:00:00,빌리 엘리어트,10,빌리 멋진 친구 그리고 멋있는 가족들,1
2950,2001-06-21 00:00:00,제미니 맨,4,미국식 초딩영화 4점짜리,0
2951,2001-06-21 00:00:00,크루엘라,10,연출연기스토리영상미다완벽,1
2952,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,2,이건 영화라하고 보기에는 만화에 가까움,0
2953,2001-06-21 00:00:00,조작된 도시,1,이게 8.5일리가없다. 조롱거리가 되고있는 한국영화의 모든클리셰들을 집대성한 영화. 자자~ 선수입장. 다다다다닥 오케이 해킹완료! 실화냐,0
2954,2001-06-21 00:00:00,프로메테우스,10,어마어마합니다. 이게 왜 7점대죠?,1
2955,2001-06-21 00:00:00,크루엘라,10,뻔할줄 알았는데 새로움에 놀라게 되는 영화.,1
2956,2001-06-21 00:00:00,미쓰 홍당무,10,39에 다시 보니 너무 재밌다.,1
2957,2001-06-21 00:00:00,세자매,9,진짜 너무 슬프네요.. 배우들 연기 정말 흠잡을 데 없이 감탄스럽고.... 몰입해서 잘 봤습니다 ㅠㅠ 김선영님 딸로 나온 배우분 마지막 장면에서 한 대사가 참 와닿네여. 어른들 .. 사과 좀 합시다.. 제대로.. ,1
2958,2001-06-21 00:00:00,파이,6,"???: 나는 이렇게 생각했거든, 왜냐하면 방송 켜. 나락 나락 나라락락락 나락",0
2959,2001-06-21 00:00:00,더 테이블,10,낡은탁자와 그와중에 짝이 다른 오래된 두 의자위에 각자의 인생과 사랑이 머물렀다 가네요  배우들의 연기도 괜찮았고 보고 난후 어째 맘에 드는 영화인가 싶었는데 &amp;#39;최악의 하루&amp;#39; 같은 감독이네요 개인적으로 참 재밌게 봤는데 비슷한 감성이 있습니다,1
2960,2001-06-21 00:00:00,크루엘라,9,상반기 영화중 최고.어른이용 디즈니,1
2961,2001-06-21 00:00:00,에이리언: 커버넌트,10,최고다 다음편 을 기다린다,1
2962,2001-06-21 00:00:00,아일라,10,실재 터키군들은 본인들의 봉급을 일정부분 떼어 전쟁고아들을 먹이고 입히고 가르치는 고아원을 만들고 보호했다고 합니다. 지구 반대편 타국의 전쟁 속에서 누구보다 고통스럽고 괴로운 군인들이셨을텐데 그 안에서 사랑을 베풀어 주신 한국 전쟁고아들의 모든 터키아버지들께 고개숙여 감사드립니다.,1
2963,2001-06-21 00:00:00,라이더스 오브 저스티스,10,아 그래 그래 니들이 원하는 화끈한 액션 영화는 아닌거 이해해 블랙코미디 장르인데 이걸 액션영화로 홍보한 사람들 잘못이지 뭐..그런데 영화 하나는 진짜 재밌다. 액션은 기대하지 말고,1
2964,2001-06-21 00:00:00,치코와 리타,10,실사판 영화만들어주세요,1
2965,2001-06-21 00:00:00,로보캅,9,차가운 안드로이드를 입은 머피의 복잡한 내면과의 충돌을 한 층 더 업그레이드 시켜 훌륭히 묘사하였다.,1
2966,2001-06-21 00:00:00,미쓰백,10,.,1
2967,2001-06-21 00:00:00,낙원의 밤,1,줜나게 재미없음. 1시간 보다 껐다. 3류 스토리,0
2968,2001-06-21 00:00:00,판도라,1,진짜 답답한 영화임. 현실적이지 않고 그저 진짜 영화 그 자체... 전문지식 없는 사람들한테 딱 좋은 선동영화,0
2969,2001-06-21 00:00:00,라이더스 오브 저스티스,10,믿고 보는 매즈 미켈슨!!! ,1
2970,2001-06-21 00:00:00,크루엘라,10,.,1
2971,2001-06-21 00:00:00,화양연화,10,"왕가위 감독은 화면에 인물이 아닌 감정을 담는다. 그렇게 시작하고 그렇게 끝냈기에, 가장 아름다웠던 순간이 아니었을까. 내 나이의 앞자리가 바뀌고 나서 다시 보고싶다.",1
2972,2001-06-21 00:00:00,크루엘라,8,페미랑 PC빼니까 이렇게 보기좋은걸 디즈니는 왜 그랬냐,1
2973,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,쥐렸다.. 특히 마지막 엔딩은...,1
2974,2001-06-21 00:00:00,아메리칸 스나이퍼,6,몰입해 봤지만 보고난 후 찝찝. 이 영화는 이라크에  파병된 미국 영웅 영화. 미국인을 위한 전기영화. 감독이 그 대단한 크린트이스트우드인데.... 감독을 다시 확인하게 됨. 글랜  토리노를...밀리언달러 베이비를 상상했다면 보지  않는 게 좋을듯. 실망함 ,0
2975,2001-06-21 00:00:00,여인의 향기,10,노인.추억.신념.외로움. 그리고 삶의 동반자인생을 돌아보게 하는 영화.멋을 찾을 수 있게 하는 영화.끝없는 찬사를 보내게 하는 영화,1
2976,2001-06-21 00:00:00,아미 오브 더 데드,1,너무나도 뻔한전개. 밥말아먹은 개연성.초반 도입부만 보고 쎄한 느낌이 들어서 스킵하면서 본 내가 승자:),0
2977,2001-06-21 00:00:00,미션 임파서블 2,8,솔직히 시리즈 내에서 괴리감이 너무 큰 것(과 우리나라 사람들이 홍콩 느와르 느낌을 너무 잘 알아서 식상하게 느껴지는 것) 때문에 실망스러운 거지 5점짜리 영화는 아닌 것 같다. 평점이 낮은 것 같아서 써 봄...,0
2978,2001-06-21 00:00:00,세자매,10,비슷한 환경에서 자란 나에겐 정말 가슴을 후벼파는듯 아픈 영화였다 그래서 영화 초반부에 들어가는 시점이었지만 영화가 전하려는 메세지가 무었인지 대번에 짐작할수 잇었던 영화 ㅠㅠ 그렇지만 끝까지 다 보았다 다 보고나서야 아이들에게 해를 가하려는 어른들에게 병적으로 발작하는 나를 그래서 너무 이상하고 심지어 나는 정신병자인가? 라고 생각했던 나를 온전히 이해하고 받아들이게된 정말 아프고도 고마운 영화 어릴적 어른에게 상처받고 이상해 보이는 어른으로 자란 어른이들에게 괜찮다고.너무 아파하지 말라고 위로해주는 슬프지만 따듯한 영화였다 감독과 열연을 펼친 배우들에게 감사를 드린다  ,1
2979,2001-06-21 00:00:00,제이슨 본,10,무조건 봐야하는 &amp;#34;본&amp;#34;,1
2980,2001-06-21 00:00:00,소리도 없이,10,많은 생각거리를 던져준다. 뒷통수를 몇번 맞고보면 그동안 얼마나 진부한 영화를 많이 봐왔는가 싶어진다. ,0
